"n","gram","annee","mois","rubrique","total"
2,"paix",2010,8,"économie",27121682
19,"paix",2010,9,"culture",27121682
6,"paix",2010,9,"inclassable",27121682
327,"paix",2010,9,"international",27121682
9,"paix",2010,9,"politique",27121682
2,"paix",2010,9,"science/technologie",27121682
15,"paix",2010,9,"société",27121682
2,"paix",2010,9,"sport",27121682
1,"paix",2010,9,"économie",27121682
47,"paix",2010,10,"culture",27121682
1,"paix",2010,10,"inclassable",27121682
319,"paix",2010,10,"international",27121682
3,"paix",2010,10,"politique",27121682
3,"paix",2010,10,"science/technologie",27121682
22,"paix",2010,10,"société",27121682
3,"paix",2010,10,"sport",27121682
4,"paix",2010,10,"économie",27121682
25,"paix",2010,11,"culture",27121682
3,"paix",2010,11,"inclassable",27121682
274,"paix",2010,11,"international",27121682
30,"paix",2010,11,"politique",27121682
3,"paix",2010,11,"science/technologie",27121682
9,"paix",2010,11,"société",27121682
7,"paix",2010,11,"économie",27121682
30,"paix",2010,12,"culture",27121682
2,"paix",2010,12,"inclassable",27121682
364,"paix",2010,12,"international",27121682
19,"paix",2010,12,"politique",27121682
3,"paix",2010,12,"science/technologie",27121682
11,"paix",2010,12,"société",27121682
2,"paix",2010,12,"sport",27121682
7,"paix",2010,12,"économie",27121682
22,"paix",2011,1,"culture",31528075
7,"paix",2011,1,"inclassable",31528075
230,"paix",2011,1,"international",31528075
13,"paix",2011,1,"politique",31528075
4,"paix",2011,1,"société",31528075
2,"paix",2011,1,"sport",31528075
5,"paix",2011,1,"économie",31528075
11,"paix",2011,2,"culture",31528075
268,"paix",2011,2,"international",31528075
25,"paix",2011,2,"politique",31528075
9,"paix",2011,2,"société",31528075
3,"paix",2011,2,"sport",31528075
2,"paix",2011,2,"économie",31528075
27,"paix",2011,3,"culture",31528075
1,"paix",2011,3,"inclassable",31528075
170,"paix",2011,3,"international",31528075
17,"paix",2011,3,"politique",31528075
11,"paix",2011,3,"société",31528075
1,"paix",2011,3,"sport",31528075
1,"paix",2011,3,"économie",31528075
34,"paix",2011,4,"culture",31528075
2,"paix",2011,4,"inclassable",31528075
179,"paix",2011,4,"international",31528075
13,"paix",2011,4,"politique",31528075
4,"paix",2011,4,"science/technologie",31528075
10,"paix",2011,4,"société",31528075
1,"paix",2011,4,"sport",31528075
18,"paix",2011,5,"culture",31528075
8,"paix",2011,5,"inclassable",31528075
245,"paix",2011,5,"international",31528075
9,"paix",2011,5,"politique",31528075
4,"paix",2011,5,"société",31528075
15,"paix",2011,5,"économie",31528075
17,"paix",2011,6,"culture",31528075
222,"paix",2011,6,"international",31528075
9,"paix",2011,6,"politique",31528075
1,"paix",2011,6,"science/technologie",31528075
10,"paix",2011,6,"société",31528075
2,"paix",2011,6,"sport",31528075
1,"paix",2011,6,"économie",31528075
27,"paix",2011,7,"culture",31528075
186,"paix",2011,7,"international",31528075
9,"paix",2011,7,"politique",31528075
8,"paix",2011,7,"société",31528075
3,"paix",2011,7,"sport",31528075
4,"paix",2011,7,"économie",31528075
26,"paix",2011,8,"culture",31528075
2,"paix",2011,8,"inclassable",31528075
142,"paix",2011,8,"international",31528075
14,"paix",2011,8,"politique",31528075
1,"paix",2011,8,"science/technologie",31528075
6,"paix",2011,8,"société",31528075
23,"paix",2011,9,"culture",31528075
5,"paix",2011,9,"inclassable",31528075
353,"paix",2011,9,"international",31528075
33,"paix",2011,9,"politique",31528075
4,"paix",2011,9,"science/technologie",31528075
11,"paix",2011,9,"société",31528075
1,"paix",2011,9,"sport",31528075
13,"paix",2011,9,"économie",31528075
37,"paix",2011,10,"culture",31528075
1,"paix",2011,10,"inclassable",31528075
256,"paix",2011,10,"international",31528075
28,"paix",2011,10,"politique",31528075
1,"paix",2011,10,"science/technologie",31528075
18,"paix",2011,10,"société",31528075
6,"paix",2011,10,"sport",31528075
3,"paix",2011,10,"économie",31528075
37,"paix",2011,11,"culture",31528075
163,"paix",2011,11,"international",31528075
15,"paix",2011,11,"politique",31528075
6,"paix",2011,11,"société",31528075
1,"paix",2011,11,"sport",31528075
1,"paix",2011,11,"économie",31528075
35,"paix",2011,12,"culture",31528075
6,"paix",2011,12,"inclassable",31528075
138,"paix",2011,12,"international",31528075
17,"paix",2011,12,"politique",31528075
2,"paix",2011,12,"science/technologie",31528075
27,"paix",2011,12,"société",31528075
4,"paix",2011,12,"économie",31528075
33,"paix",2012,1,"culture",35144658
194,"paix",2012,1,"international",35144658
19,"paix",2012,1,"politique",35144658
1,"paix",2012,1,"science/technologie",35144658
12,"paix",2012,1,"société",35144658
1,"paix",2012,1,"sport",35144658
6,"paix",2012,1,"économie",35144658
32,"paix",2012,2,"culture",35144658
1,"paix",2012,2,"inclassable",35144658
150,"paix",2012,2,"international",35144658
17,"paix",2012,2,"politique",35144658
10,"paix",2012,2,"société",35144658
5,"paix",2012,2,"économie",35144658
43,"paix",2012,3,"culture",35144658
5,"paix",2012,3,"inclassable",35144658
165,"paix",2012,3,"international",35144658
25,"paix",2012,3,"politique",35144658
1,"paix",2012,3,"science/technologie",35144658
17,"paix",2012,3,"société",35144658
2,"paix",2012,3,"sport",35144658
5,"paix",2012,3,"économie",35144658
46,"paix",2012,4,"culture",35144658
256,"paix",2012,4,"international",35144658
29,"paix",2012,4,"politique",35144658
1,"paix",2012,4,"science/technologie",35144658
17,"paix",2012,4,"société",35144658
1,"paix",2012,4,"sport",35144658
2,"paix",2012,4,"économie",35144658
45,"paix",2012,5,"culture",35144658
1,"paix",2012,5,"inclassable",35144658
245,"paix",2012,5,"international",35144658
51,"paix",2012,5,"politique",35144658
2,"paix",2012,5,"science/technologie",35144658
11,"paix",2012,5,"société",35144658
5,"paix",2012,5,"sport",35144658
3,"paix",2012,5,"économie",35144658
53,"paix",2012,6,"culture",35144658
1,"paix",2012,6,"inclassable",35144658
199,"paix",2012,6,"international",35144658
23,"paix",2012,6,"politique",35144658
7,"paix",2012,6,"société",35144658
5,"paix",2012,6,"sport",35144658
1,"paix",2012,6,"économie",35144658
26,"paix",2012,7,"culture",35144658
2,"paix",2012,7,"inclassable",35144658
146,"paix",2012,7,"international",35144658
7,"paix",2012,7,"politique",35144658
1,"paix",2012,7,"science/technologie",35144658
9,"paix",2012,7,"société",35144658
1,"paix",2012,7,"économie",35144658
30,"paix",2012,8,"culture",35144658
1,"paix",2012,8,"inclassable",35144658
147,"paix",2012,8,"international",35144658
8,"paix",2012,8,"politique",35144658
3,"paix",2012,8,"société",35144658
3,"paix",2012,8,"sport",35144658
26,"paix",2012,9,"culture",35144658
2,"paix",2012,9,"inclassable",35144658
189,"paix",2012,9,"international",35144658
8,"paix",2012,9,"politique",35144658
13,"paix",2012,9,"société",35144658
2,"paix",2012,9,"sport",35144658
4,"paix",2012,9,"économie",35144658
37,"paix",2012,10,"culture",35144658
360,"paix",2012,10,"international",35144658
33,"paix",2012,10,"politique",35144658
3,"paix",2012,10,"science/technologie",35144658
22,"paix",2012,10,"société",35144658
3,"paix",2012,10,"sport",35144658
3,"paix",2012,10,"économie",35144658
35,"paix",2012,11,"culture",35144658
2,"paix",2012,11,"inclassable",35144658
305,"paix",2012,11,"international",35144658
33,"paix",2012,11,"politique",35144658
1,"paix",2012,11,"science/technologie",35144658
9,"paix",2012,11,"société",35144658
1,"paix",2012,11,"sport",35144658
1,"paix",2012,11,"économie",35144658
30,"paix",2012,12,"culture",35144658
247,"paix",2012,12,"international",35144658
13,"paix",2012,12,"politique",35144658
3,"paix",2012,12,"science/technologie",35144658
1,"paix",2012,12,"société",35144658
1,"paix",2012,12,"sport",35144658
6,"paix",2012,12,"économie",35144658
18,"paix",2013,1,"culture",31089887
1,"paix",2013,1,"inclassable",31089887
212,"paix",2013,1,"international",31089887
21,"paix",2013,1,"politique",31089887
11,"paix",2013,1,"société",31089887
1,"paix",2013,1,"sport",31089887
6,"paix",2013,1,"économie",31089887
36,"paix",2013,2,"culture",31089887
1,"paix",2013,2,"inclassable",31089887
116,"paix",2013,2,"international",31089887
7,"paix",2013,2,"politique",31089887
1,"paix",2013,2,"science/technologie",31089887
16,"paix",2013,2,"société",31089887
6,"paix",2013,2,"sport",31089887
2,"paix",2013,2,"économie",31089887
30,"paix",2013,3,"culture",31089887
2,"paix",2013,3,"inclassable",31089887
330,"paix",2013,3,"international",31089887
15,"paix",2013,3,"politique",31089887
15,"paix",2013,3,"société",31089887
7,"paix",2013,3,"économie",31089887
23,"paix",2013,4,"culture",31089887
1,"paix",2013,4,"inclassable",31089887
232,"paix",2013,4,"international",31089887
16,"paix",2013,4,"politique",31089887
11,"paix",2013,4,"société",31089887
1,"paix",2013,4,"sport",31089887
3,"paix",2013,4,"économie",31089887
31,"paix",2013,5,"culture",31089887
252,"paix",2013,5,"international",31089887
13,"paix",2013,5,"politique",31089887
7,"paix",2013,5,"société",31089887
1,"paix",2013,5,"sport",31089887
2,"paix",2013,5,"économie",31089887
30,"paix",2013,6,"culture",31089887
7,"paix",2013,6,"inclassable",31089887
288,"paix",2013,6,"international",31089887
12,"paix",2013,6,"politique",31089887
2,"paix",2013,6,"science/technologie",31089887
11,"paix",2013,6,"société",31089887
1,"paix",2013,6,"sport",31089887
6,"paix",2013,6,"économie",31089887
26,"paix",2013,7,"culture",31089887
5,"paix",2013,7,"inclassable",31089887
226,"paix",2013,7,"international",31089887
6,"paix",2013,7,"politique",31089887
1,"paix",2013,7,"science/technologie",31089887
9,"paix",2013,7,"société",31089887
7,"paix",2013,7,"sport",31089887
2,"paix",2013,7,"économie",31089887
28,"paix",2013,8,"culture",31089887
1,"paix",2013,8,"inclassable",31089887
212,"paix",2013,8,"international",31089887
5,"paix",2013,8,"politique",31089887
3,"paix",2013,8,"société",31089887
3,"paix",2013,8,"sport",31089887
22,"paix",2013,9,"culture",31089887
1,"paix",2013,9,"inclassable",31089887
261,"paix",2013,9,"international",31089887
18,"paix",2013,9,"politique",31089887
5,"paix",2013,9,"science/technologie",31089887
15,"paix",2013,9,"société",31089887
2,"paix",2013,9,"sport",31089887
3,"paix",2013,9,"économie",31089887
70,"paix",2013,10,"culture",31089887
240,"paix",2013,10,"international",31089887
14,"paix",2013,10,"politique",31089887
7,"paix",2013,10,"science/technologie",31089887
31,"paix",2013,10,"société",31089887
3,"paix",2013,10,"sport",31089887
13,"paix",2013,10,"économie",31089887
38,"paix",2013,11,"culture",31089887
3,"paix",2013,11,"inclassable",31089887
286,"paix",2013,11,"international",31089887
21,"paix",2013,11,"politique",31089887
1,"paix",2013,11,"science/technologie",31089887
11,"paix",2013,11,"société",31089887
1,"paix",2013,11,"sport",31089887
5,"paix",2013,11,"économie",31089887
35,"paix",2013,12,"culture",31089887
1,"paix",2013,12,"inclassable",31089887
299,"paix",2013,12,"international",31089887
17,"paix",2013,12,"politique",31089887
3,"paix",2013,12,"science/technologie",31089887
10,"paix",2013,12,"société",31089887
1,"paix",2013,12,"sport",31089887
12,"paix",2013,12,"économie",31089887
23,"paix",2014,1,"culture",29946793
5,"paix",2014,1,"inclassable",29946793
293,"paix",2014,1,"international",29946793
19,"paix",2014,1,"politique",29946793
19,"paix",2014,1,"société",29946793
4,"paix",2014,1,"économie",29946793
33,"paix",2014,2,"culture",29946793
234,"paix",2014,2,"international",29946793
10,"paix",2014,2,"politique",29946793
1,"paix",2014,2,"science/technologie",29946793
8,"paix",2014,2,"société",29946793
2,"paix",2014,2,"sport",29946793
2,"paix",2014,2,"économie",29946793
21,"paix",2014,3,"culture",29946793
2,"paix",2014,3,"inclassable",29946793
192,"paix",2014,3,"international",29946793
10,"paix",2014,3,"politique",29946793
7,"paix",2014,3,"société",29946793
5,"paix",2014,3,"sport",29946793
10,"paix",2014,3,"économie",29946793
38,"paix",2014,4,"culture",29946793
2,"paix",2014,4,"inclassable",29946793
231,"paix",2014,4,"international",29946793
8,"paix",2014,4,"politique",29946793
3,"paix",2014,4,"science/technologie",29946793
7,"paix",2014,4,"société",29946793
2,"paix",2014,4,"sport",29946793
1,"paix",2014,4,"économie",29946793
57,"paix",2014,5,"culture",29946793
2,"paix",2014,5,"inclassable",29946793
259,"paix",2014,5,"international",29946793
18,"paix",2014,5,"politique",29946793
3,"paix",2014,5,"science/technologie",29946793
12,"paix",2014,5,"société",29946793
1,"paix",2014,5,"sport",29946793
12,"paix",2014,5,"économie",29946793
43,"paix",2014,6,"culture",29946793
2,"paix",2014,6,"inclassable",29946793
268,"paix",2014,6,"international",29946793
13,"paix",2014,6,"politique",29946793
17,"paix",2014,6,"société",29946793
5,"paix",2014,6,"sport",29946793
5,"paix",2014,6,"économie",29946793
47,"paix",2014,7,"culture",29946793
1,"paix",2014,7,"inclassable",29946793
153,"paix",2014,7,"international",29946793
37,"paix",2014,7,"politique",29946793
20,"paix",2014,7,"société",29946793
3,"paix",2014,7,"sport",29946793
12,"paix",2014,8,"culture",29946793
1,"paix",2014,8,"inclassable",29946793
183,"paix",2014,8,"international",29946793
13,"paix",2014,8,"politique",29946793
4,"paix",2014,8,"science/technologie",29946793
5,"paix",2014,8,"société",29946793
2,"paix",2014,8,"sport",29946793
1,"paix",2014,8,"économie",29946793
36,"paix",2014,9,"culture",29946793
216,"paix",2014,9,"international",29946793
17,"paix",2014,9,"politique",29946793
13,"paix",2014,9,"société",29946793
3,"paix",2014,9,"sport",29946793
8,"paix",2014,9,"économie",29946793
58,"paix",2014,10,"culture",29946793
4,"paix",2014,10,"inclassable",29946793
209,"paix",2014,10,"international",29946793
6,"paix",2014,10,"politique",29946793
13,"paix",2014,10,"science/technologie",29946793
8,"paix",2014,10,"société",29946793
2,"paix",2014,10,"sport",29946793
5,"paix",2014,10,"économie",29946793
42,"paix",2014,11,"culture",29946793
1,"paix",2014,11,"inclassable",29946793
170,"paix",2014,11,"international",29946793
31,"paix",2014,11,"politique",29946793
1,"paix",2014,11,"science/technologie",29946793
13,"paix",2014,11,"société",29946793
2,"paix",2014,11,"sport",29946793
4,"paix",2014,11,"économie",29946793
32,"paix",2014,12,"culture",29946793
3,"paix",2014,12,"inclassable",29946793
160,"paix",2014,12,"international",29946793
12,"paix",2014,12,"politique",29946793
7,"paix",2014,12,"société",29946793
3,"paix",2014,12,"économie",29946793
51,"paix",2015,1,"culture",29445660
1,"paix",2015,1,"inclassable",29445660
144,"paix",2015,1,"international",29445660
71,"paix",2015,1,"politique",29445660
24,"paix",2015,1,"société",29445660
2,"paix",2015,1,"sport",29445660
1,"paix",2015,1,"économie",29445660
38,"paix",2015,2,"culture",29445660
1,"paix",2015,2,"inclassable",29445660
247,"paix",2015,2,"international",29445660
32,"paix",2015,2,"politique",29445660
1,"paix",2015,2,"science/technologie",29445660
9,"paix",2015,2,"société",29445660
1,"paix",2015,2,"sport",29445660
4,"paix",2015,2,"économie",29445660
55,"paix",2015,3,"culture",29445660
1,"paix",2015,3,"inclassable",29445660
225,"paix",2015,3,"international",29445660
13,"paix",2015,3,"politique",29445660
1,"paix",2015,3,"science/technologie",29445660
12,"paix",2015,3,"société",29445660
1,"paix",2015,3,"sport",29445660
8,"paix",2015,3,"économie",29445660
18,"paix",2015,4,"culture",29445660
101,"paix",2015,4,"international",29445660
7,"paix",2015,4,"politique",29445660
2,"paix",2015,4,"science/technologie",29445660
6,"paix",2015,4,"société",29445660
3,"paix",2015,4,"économie",29445660
33,"paix",2015,5,"culture",29445660
2,"paix",2015,5,"inclassable",29445660
57,"paix",2015,5,"international",29445660
19,"paix",2015,5,"politique",29445660
4,"paix",2015,5,"société",29445660
1,"paix",2015,5,"économie",29445660
62,"paix",2015,6,"culture",29445660
1,"paix",2015,6,"inclassable",29445660
199,"paix",2015,6,"international",29445660
15,"paix",2015,6,"politique",29445660
1,"paix",2015,6,"science/technologie",29445660
8,"paix",2015,6,"société",29445660
1,"paix",2015,6,"sport",29445660
2,"paix",2015,6,"économie",29445660
36,"paix",2015,7,"culture",29445660
6,"paix",2015,7,"inclassable",29445660
180,"paix",2015,7,"international",29445660
13,"paix",2015,7,"politique",29445660
6,"paix",2015,7,"science/technologie",29445660
4,"paix",2015,7,"société",29445660
5,"paix",2015,7,"sport",29445660
2,"paix",2015,7,"économie",29445660
48,"paix",2015,8,"culture",29445660
2,"paix",2015,8,"inclassable",29445660
157,"paix",2015,8,"international",29445660
9,"paix",2015,8,"politique",29445660
1,"paix",2015,8,"science/technologie",29445660
5,"paix",2015,8,"société",29445660
3,"paix",2015,8,"sport",29445660
58,"paix",2015,9,"culture",29445660
4,"paix",2015,9,"inclassable",29445660
214,"paix",2015,9,"international",29445660
22,"paix",2015,9,"politique",29445660
2,"paix",2015,9,"science/technologie",29445660
2,"paix",2015,9,"société",29445660
2,"paix",2015,9,"sport",29445660
2,"paix",2015,9,"économie",29445660
50,"paix",2015,10,"culture",29445660
268,"paix",2015,10,"international",29445660
15,"paix",2015,10,"politique",29445660
6,"paix",2015,10,"science/technologie",29445660
14,"paix",2015,10,"société",29445660
2,"paix",2015,10,"sport",29445660
2,"paix",2015,10,"économie",29445660
38,"paix",2015,11,"culture",29445660
210,"paix",2015,11,"international",29445660
65,"paix",2015,11,"politique",29445660
1,"paix",2015,11,"science/technologie",29445660
29,"paix",2015,11,"société",29445660
3,"paix",2015,11,"économie",29445660
36,"paix",2015,12,"culture",29445660
210,"paix",2015,12,"international",29445660
15,"paix",2015,12,"politique",29445660
11,"paix",2015,12,"société",29445660
1,"paix",2015,12,"sport",29445660
1,"paix",2015,12,"économie",29445660
44,"paix",2016,1,"culture",32302553
231,"paix",2016,1,"international",32302553
20,"paix",2016,1,"politique",32302553
3,"paix",2016,1,"science/technologie",32302553
22,"paix",2016,1,"société",32302553
1,"paix",2016,1,"économie",32302553
36,"paix",2016,2,"culture",32302553
210,"paix",2016,2,"international",32302553
3,"paix",2016,2,"politique",32302553
1,"paix",2016,2,"science/technologie",32302553
9,"paix",2016,2,"société",32302553
2,"paix",2016,2,"économie",32302553
60,"paix",2016,3,"culture",32302553
219,"paix",2016,3,"international",32302553
22,"paix",2016,3,"politique",32302553
7,"paix",2016,3,"société",32302553
2,"paix",2016,3,"sport",32302553
1,"paix",2016,3,"économie",32302553
19,"paix",2016,4,"culture",32302553
5,"paix",2016,4,"inclassable",32302553
195,"paix",2016,4,"international",32302553
13,"paix",2016,4,"politique",32302553
23,"paix",2016,4,"société",32302553
3,"paix",2016,4,"sport",32302553
3,"paix",2016,4,"économie",32302553
42,"paix",2016,5,"culture",32302553
1,"paix",2016,5,"inclassable",32302553
216,"paix",2016,5,"international",32302553
31,"paix",2016,5,"politique",32302553
2,"paix",2016,5,"science/technologie",32302553
28,"paix",2016,5,"société",32302553
2,"paix",2016,5,"sport",32302553
4,"paix",2016,5,"économie",32302553
47,"paix",2016,6,"culture",32302553
4,"paix",2016,6,"inclassable",32302553
233,"paix",2016,6,"international",32302553
29,"paix",2016,6,"politique",32302553
16,"paix",2016,6,"société",32302553
5,"paix",2016,6,"sport",32302553
1,"paix",2016,6,"économie",32302553
29,"paix",2016,7,"culture",32302553
169,"paix",2016,7,"international",32302553
43,"paix",2016,7,"politique",32302553
2,"paix",2016,7,"science/technologie",32302553
19,"paix",2016,7,"société",32302553
6,"paix",2016,7,"sport",32302553
1,"paix",2016,7,"économie",32302553
44,"paix",2016,8,"culture",32302553
1,"paix",2016,8,"inclassable",32302553
239,"paix",2016,8,"international",32302553
11,"paix",2016,8,"politique",32302553
1,"paix",2016,8,"science/technologie",32302553
23,"paix",2016,8,"société",32302553
2,"paix",2016,8,"sport",32302553
3,"paix",2016,8,"économie",32302553
51,"paix",2016,9,"culture",32302553
1,"paix",2016,9,"inclassable",32302553
316,"paix",2016,9,"international",32302553
18,"paix",2016,9,"politique",32302553
2,"paix",2016,9,"science/technologie",32302553
21,"paix",2016,9,"société",32302553
1,"paix",2016,9,"sport",32302553
2,"paix",2016,9,"économie",32302553
33,"paix",2016,10,"culture",32302553
450,"paix",2016,10,"international",32302553
35,"paix",2016,10,"politique",32302553
5,"paix",2016,10,"science/technologie",32302553
37,"paix",2016,10,"société",32302553
1,"paix",2016,10,"sport",32302553
2,"paix",2016,10,"économie",32302553
37,"paix",2016,11,"culture",32302553
1,"paix",2016,11,"inclassable",32302553
219,"paix",2016,11,"international",32302553
40,"paix",2016,11,"politique",32302553
3,"paix",2016,11,"science/technologie",32302553
11,"paix",2016,11,"société",32302553
2,"paix",2016,11,"sport",32302553
3,"paix",2016,11,"économie",32302553
29,"paix",2016,12,"culture",32302553
2,"paix",2016,12,"inclassable",32302553
300,"paix",2016,12,"international",32302553
15,"paix",2016,12,"politique",32302553
10,"paix",2016,12,"science/technologie",32302553
25,"paix",2016,12,"société",32302553
1,"paix",2016,12,"économie",32302553
43,"paix",2017,1,"culture",32589626
1,"paix",2017,1,"inclassable",32589626
272,"paix",2017,1,"international",32589626
35,"paix",2017,1,"politique",32589626
8,"paix",2017,1,"science/technologie",32589626
15,"paix",2017,1,"société",32589626
4,"paix",2017,1,"sport",32589626
23,"paix",2017,2,"culture",32589626
1,"paix",2017,2,"inclassable",32589626
216,"paix",2017,2,"international",32589626
20,"paix",2017,2,"politique",32589626
23,"paix",2017,2,"société",32589626
1,"paix",2017,2,"sport",32589626
2,"paix",2017,2,"économie",32589626
27,"paix",2017,3,"culture",32589626
194,"paix",2017,3,"international",32589626
25,"paix",2017,3,"politique",32589626
2,"paix",2017,3,"science/technologie",32589626
24,"paix",2017,3,"société",32589626
7,"paix",2017,3,"sport",32589626
11,"paix",2017,3,"économie",32589626
46,"paix",2017,4,"culture",32589626
175,"paix",2017,4,"international",32589626
87,"paix",2017,4,"politique",32589626
2,"paix",2017,4,"science/technologie",32589626
35,"paix",2017,4,"société",32589626
1,"paix",2017,4,"sport",32589626
23,"paix",2017,5,"culture",32589626
3,"paix",2017,5,"inclassable",32589626
224,"paix",2017,5,"international",32589626
37,"paix",2017,5,"politique",32589626
3,"paix",2017,5,"science/technologie",32589626
9,"paix",2017,5,"société",32589626
2,"paix",2017,5,"sport",32589626
48,"paix",2017,6,"culture",32589626
1,"paix",2017,6,"inclassable",32589626
203,"paix",2017,6,"international",32589626
23,"paix",2017,6,"politique",32589626
6,"paix",2017,6,"société",32589626
2,"paix",2017,6,"sport",32589626
26,"paix",2017,7,"culture",32589626
183,"paix",2017,7,"international",32589626
26,"paix",2017,7,"politique",32589626
3,"paix",2017,7,"science/technologie",32589626
22,"paix",2017,7,"société",32589626
4,"paix",2017,7,"sport",32589626
2,"paix",2017,7,"économie",32589626
37,"paix",2017,8,"culture",32589626
1,"paix",2017,8,"inclassable",32589626
187,"paix",2017,8,"international",32589626
11,"paix",2017,8,"politique",32589626
1,"paix",2017,8,"science/technologie",32589626
10,"paix",2017,8,"société",32589626
3,"paix",2017,8,"sport",32589626
49,"paix",2017,9,"culture",32589626
1,"paix",2017,9,"inclassable",32589626
237,"paix",2017,9,"international",32589626
9,"paix",2017,9,"politique",32589626
11,"paix",2017,9,"société",32589626
3,"paix",2017,9,"sport",32589626
1,"paix",2017,9,"économie",32589626
47,"paix",2017,10,"culture",32589626
1,"paix",2017,10,"inclassable",32589626
234,"paix",2017,10,"international",32589626
13,"paix",2017,10,"politique",32589626
13,"paix",2017,10,"science/technologie",32589626
11,"paix",2017,10,"société",32589626
2,"paix",2017,10,"sport",32589626
4,"paix",2017,10,"économie",32589626
25,"paix",2017,11,"culture",32589626
1,"paix",2017,11,"inclassable",32589626
257,"paix",2017,11,"international",32589626
10,"paix",2017,11,"politique",32589626
4,"paix",2017,11,"science/technologie",32589626
8,"paix",2017,11,"société",32589626
2,"paix",2017,11,"économie",32589626
31,"paix",2017,12,"culture",32589626
342,"paix",2017,12,"international",32589626
22,"paix",2017,12,"politique",32589626
8,"paix",2017,12,"société",32589626
2,"paix",2017,12,"sport",32589626
2,"paix",2017,12,"économie",32589626
44,"paix",2018,1,"culture",31714989
246,"paix",2018,1,"international",31714989
7,"paix",2018,1,"politique",31714989
5,"paix",2018,1,"science/technologie",31714989
21,"paix",2018,1,"société",31714989
2,"paix",2018,1,"sport",31714989
7,"paix",2018,1,"économie",31714989
30,"paix",2018,2,"culture",31714989
1,"paix",2018,2,"inclassable",31714989
151,"paix",2018,2,"international",31714989
21,"paix",2018,2,"politique",31714989
1,"paix",2018,2,"science/technologie",31714989
17,"paix",2018,2,"société",31714989
23,"paix",2018,2,"sport",31714989
17,"paix",2018,2,"économie",31714989
33,"paix",2018,3,"culture",31714989
150,"paix",2018,3,"international",31714989
12,"paix",2018,3,"politique",31714989
2,"paix",2018,3,"science/technologie",31714989
9,"paix",2018,3,"société",31714989
3,"paix",2018,3,"sport",31714989
1,"paix",2018,3,"économie",31714989
40,"paix",2018,4,"culture",31714989
2,"paix",2018,4,"inclassable",31714989
316,"paix",2018,4,"international",31714989
14,"paix",2018,4,"politique",31714989
2,"paix",2018,4,"science/technologie",31714989
12,"paix",2018,4,"société",31714989
3,"paix",2018,4,"sport",31714989
1,"paix",2018,4,"économie",31714989
36,"paix",2018,5,"culture",31714989
321,"paix",2018,5,"international",31714989
20,"paix",2018,5,"politique",31714989
1,"paix",2018,5,"science/technologie",31714989
6,"paix",2018,5,"société",31714989
4,"paix",2018,5,"sport",31714989
3,"paix",2018,5,"économie",31714989
48,"paix",2018,6,"culture",31714989
7,"paix",2018,6,"inclassable",31714989
265,"paix",2018,6,"international",31714989
7,"paix",2018,6,"politique",31714989
5,"paix",2018,6,"société",31714989
10,"paix",2018,6,"sport",31714989
2,"paix",2018,6,"économie",31714989
51,"paix",2018,7,"culture",31714989
7,"paix",2018,7,"inclassable",31714989
164,"paix",2018,7,"international",31714989
11,"paix",2018,7,"politique",31714989
3,"paix",2018,7,"science/technologie",31714989
13,"paix",2018,7,"société",31714989
10,"paix",2018,7,"sport",31714989
39,"paix",2018,8,"culture",31714989
221,"paix",2018,8,"international",31714989
6,"paix",2018,8,"politique",31714989
8,"paix",2018,8,"société",31714989
2,"paix",2018,8,"sport",31714989
2,"paix",2018,8,"économie",31714989
34,"paix",2018,9,"culture",31714989
3,"paix",2018,9,"inclassable",31714989
214,"paix",2018,9,"international",31714989
16,"paix",2018,9,"politique",31714989
9,"paix",2018,9,"science/technologie",31714989
8,"paix",2018,9,"société",31714989
1,"paix",2018,9,"sport",31714989
2,"paix",2018,9,"économie",31714989
35,"paix",2018,10,"culture",31714989
206,"paix",2018,10,"international",31714989
15,"paix",2018,10,"politique",31714989
7,"paix",2018,10,"science/technologie",31714989
7,"paix",2018,10,"société",31714989
1,"paix",2018,10,"économie",31714989
63,"paix",2018,11,"culture",31714989
2,"paix",2018,11,"inclassable",31714989
247,"paix",2018,11,"international",31714989
108,"paix",2018,11,"politique",31714989
6,"paix",2018,11,"science/technologie",31714989
9,"paix",2018,11,"société",31714989
3,"paix",2018,11,"sport",31714989
2,"paix",2018,11,"économie",31714989
21,"paix",2018,12,"culture",31714989
1,"paix",2018,12,"inclassable",31714989
182,"paix",2018,12,"international",31714989
41,"paix",2018,12,"politique",31714989
5,"paix",2018,12,"science/technologie",31714989
17,"paix",2018,12,"société",31714989
1,"paix",2018,12,"sport",31714989
1,"paix",2018,12,"économie",31714989
27,"paix",2019,1,"culture",30735892
4,"paix",2019,1,"inclassable",30735892
197,"paix",2019,1,"international",30735892
11,"paix",2019,1,"politique",30735892
4,"paix",2019,1,"science/technologie",30735892
19,"paix",2019,1,"société",30735892
3,"paix",2019,1,"sport",30735892
1,"paix",2019,1,"économie",30735892
32,"paix",2019,2,"culture",30735892
2,"paix",2019,2,"inclassable",30735892
219,"paix",2019,2,"international",30735892
4,"paix",2019,2,"politique",30735892
5,"paix",2019,2,"science/technologie",30735892
12,"paix",2019,2,"société",30735892
1,"paix",2019,2,"économie",30735892
32,"paix",2019,3,"culture",30735892
224,"paix",2019,3,"international",30735892
8,"paix",2019,3,"politique",30735892
